,NOMBRE_VERTIDO,TITULAR,MUNICIPIO,PROVINCIA,UTM X  Huso 30,UTM Y  Huso 30,MEDIO     RECEPTOR,NATURALEZA_VERTIDO,CARACT_VERTIDO,VOLUMEN_m3_ano,NATURALEZA_RECEPTOR,REF_EXPEDIENTE,tipo_titular
109,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CANDELEDA,AVILA,309605.0,4445230.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,116.4,CATEGORÍA I,AV-0101/2022,F
110,PERSONA FÍSICA (RESIDENCIA TODOS HERMANOS),PERSONA FÍSICA,CANDELEDA,AVILA,303069.0,4447801.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1100.0,CATEGORÍA I,AV-0167/2008,F
111,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CANDELEDA,AVILA,310516.0,4448525.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0027/2021,F
112,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CANDELEDA,AVILA,310530.0,4448410.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0021/2021,F
113,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CANDELEDA,AVILA,307299.0,4448199.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,405.0,CATEGORÍA I,AV-0051/2022,F
114,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CANDELEDA,AVILA,311993.0,4448472.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,96.0,CATEGORÍA I,AV-0023/2021,F
115,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,349390.0,4462293.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,100.0,CATEGORÍA I,AV-0089/2005,F
116,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,348990.0,4462215.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0035/1997,F
117,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,349447.0,4463027.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,100.0,CATEGORÍA I,AV-0079/2005,F
118,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,348638.0,4460808.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0036/1997,F
119,HOSTELERÍA EL CORRALÓN,GREDOS SAN DIEGO S. COOP. MAD.,CASAVIEJA,AVILA,348843.0,4462227.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,6000.0,CATEGORÍA I,AV-0072/2021,
120,GRANJA ESCUELA CASAVIEJA,"GRANJA ESCUELA CASAVIEJA, S.A.",CASAVIEJA,AVILA,348380.0,4460856.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,3285.0,CATEGORÍA I,AV-0083/2004,J
121,ALBERGUE TUNKASHILA,PERSONA FÍSICA,CASAVIEJA,AVILA,351363.0,4462612.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1300.0,CATEGORÍA I,AV-0152/2005,F
122,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,351563.0,4462695.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,380.0,CATEGORÍA I,AV-0151/2005,F
123,PERSONA FÍSICA (CASETA DE APEROS),PERSONA FÍSICA,CASAVIEJA,AVILA,348709.0,4461843.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,45.0,CATEGORÍA I,AV-0037/2020,F
124,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,349560.0,4463870.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,65.0,CATEGORÍA I,AV-0050/2023,F
125,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,351694.0,4460805.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,511.0,CATEGORÍA I,AV-0051/2014,F
126,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,350968.0,4461065.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,144.0,CATEGORÍA I,AV-0147/2005,F
127,EDAR CASAVIEJA,AYUNTAMIENTO DE CASAVIEJA,CASAVIEJA,AVILA,350744.0,4458642.0,REGUERO DE LAS POZAS,URBANO O ASIMILABLE,2.000-10.000 h-e,315360.0,CATEGORÍA I,AV-0051/2016,A
128,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,349018.0,4460213.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,219.0,CATEGORÍA I,AV-0141/2005,F
129,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,351570.0,4461510.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0058/2014,F
130,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,351223.0,4462412.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,160.0,CATEGORÍA I,AV-0117/2009,F
131,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CASAVIEJA,AVILA,348972.0,4461542.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,100.0,CATEGORÍA I,AV-0084/2005,F
132,CENTRO TURISMO RURAL LAS CANDELAS,PERSONA FÍSICA,CASILLAS,AVILA,364841.0,4465375.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,473.0,CATEGORÍA I,AV-0108/2009,F
133,FINCA RÚSTICA EL CRISTO (ASEOS),PERSONA FÍSICA,CEBREROS,AVILA,376376.0,4478792.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0054/2013,F
134,POL. IND. SECTOR SU-I.2 CEBREROS,AYUNTAMIENTO DE CEBREROS,CEBREROS,AVILA,374930.0,4477995.0,ARROYO DE VALDEMARQUINA,INDUSTRIAL,CLASE 2 Resto,200.0,CATEGORÍA I,AV-0094/2021,A
135,EDAR CEBREROS,AYUNTAMIENTO DE CEBREROS,CEBREROS,AVILA,375635.0,4478200.0,ARROYO DE LOS GALAYOS,URBANO O ASIMILABLE,>10.000 h-e,454500.0,CATEGORÍA I,AV-0165/2008,A
136,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CEPEDA LA MORA,AVILA,328251.0,4480489.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,130.0,CATEGORÍA I,AV-0112/2009,F
137,ALBERGUE GARGANTA DE LA CHORRERA,PERSONA FÍSICA,GAVILANES,AVILA,341726.0,4459538.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1065.0,CATEGORÍA I,AV-0108/2006,F
138,ECOALDEA MADRE TIERRA,ASOCIACIÓN CULTURAL MADRE TIERRA,GAVILANES,AVILA,342536.0,4457586.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,319.0,CATEGORÍA I,AV-0052/2013,J
139,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GAVILANES,AVILA,342168.0,4457527.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,90.0,CATEGORÍA I,AV-0150/2008,F
140,CENTRO DE TURISMO RURAL EL PORTALÓN,PERSONA FÍSICA,GAVILANES,AVILA,341772.0,4459285.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2920.0,CATEGORÍA I,AV-0104/2009,F
141,EDAR GAVILANES,AYUNTAMIENTO DE GAVILANES,GAVILANES,AVILA,342576.0,4459125.0,GARGANTA DE LAS TORRES,URBANO O ASIMILABLE,<2.000 h-e,70140.0,CATEGORÍA I,AV-0036/2018,A
142,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GAVILANES,AVILA,343115.0,4456189.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,100.0,CATEGORÍA I,AV-0076/2005,F
143,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GUISANDO,AVILA,318362.0,4452770.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,219.0,CATEGORÍA I,AV-0047/2016,F
144,EDAR GUISANDO,AYUNTAMIENTO DE GUISANDO,GUISANDO,AVILA,318276.0,4454447.0,ARROYO PELAYO,URBANO O ASIMILABLE,<2.000 h-e,213842.0,CATEGORÍA I,AV-0050/2013,A
145,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GUISANDO,AVILA,319694.0,4453562.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,438.0,CATEGORÍA I,AV-0037/2016,F
146,CAMPAMENTO JUVENIL LOS GALAYOS,PERSONA FÍSICA,GUISANDO,AVILA,318737.0,4456443.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1200.0,CATEGORÍA I,AV-0379/1990,F
147,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GUISANDO,AVILA,319530.0,4453418.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0050/2016,F
148,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GUISANDO,AVILA,319599.0,4453249.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,511.0,CATEGORÍA I,AV-0052/2016,F
149,TUVALU GESTION (VIV. UNIFAMILIAR),"TUVALU GESTIÓN, S.L.",HIGUERA DE LAS DUEÑAS,AVILA,363419.0,4453190.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,208.0,CATEGORÍA I,AV-0186/2008,J
150,PERSONA FÍSICA (ASEOS NAVE),PERSONA FÍSICA,HIGUERA DE LAS DUEÑAS,AVILA,362261.0,4455766.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,37.0,CATEGORÍA I,AV-0052/2023,F
151,GESTIÓN FAMILIAR INTEGRAL (VIV. UNIFAMILIAR),"GESTIÓN FAMILIAR INTEGRAL, S.L.",HIGUERA DE LAS DUEÑAS,AVILA,362764.0,4456409.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,80.0,CATEGORÍA I,AV-0040/2015,J
152,EXPLOTACIÓN EQUINA CONSULTORA URBANÍSTICA MULTIDISCIPLINAR,"CONSULTORA URBANÍSTICA MULTIDISCIPLINAR, S.L.",HIGUERA DE LAS DUEÑAS,AVILA,360194.0,4452769.0,TERRENO,INDUSTRIAL,CLASE 3 Resto,788.4,CATEGORÍA I,AV-0110/2009,J
153,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HIGUERA DE LAS DUEÑAS,AVILA,364953.0,4456308.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,730.0,CATEGORÍA I,AV-0046/2012,F
154,CAMPAMENTO EL TEJAR,AYUNTAMIENTO DE EL HORNILLO,HORNILLO (EL),AVILA,321988.0,4456113.0,RÍO EL ARENAL,URBANO O ASIMILABLE,<2.000 h-e,5200.0,CATEGORÍA I,AV-0039/1998,A
155,EDAR EL HORNILLO,AYUNTAMIENTO DE EL HORNILLO,HORNILLO (EL),AVILA,321378.0,4457377.0,RÍO CANTOS,URBANO O ASIMILABLE,<2.000 h-e,82125.0,CATEGORÍA I,AV-0658/1987,A
156,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HOYO DE PINARES (EL),AVILA,384278.0,4483398.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,219.0,CATEGORÍA I,AV-0108/2010,F
157,EDAR EL HOYO DE PINARES,AYUNTAMIENTO DE EL HOYO DE PINARES,HOYO DE PINARES (EL),AVILA,380257.0,4482856.0,ARROYO DE LA PEGUERA,URBANO O ASIMILABLE,>10.000 h-e,342000.0,CATEGORÍA I,AV-0098/2010,A
158,EDAR LANZAHITA,AYUNTAMIENTO DE LANZAHITA,LANZAHITA,AVILA,334984.0,4450410.0,ARROYO MERDERO,URBANO O ASIMILABLE,2.000-10.000 h-e,315360.0,CATEGORÍA I,AV-0038/2017,A
159,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,LANZAHITA,AVILA,335006.0,4452534.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,150.0,CATEGORÍA I,AV-0103/2009,F
160,EDAR MIJARES,AYUNTAMIENTO DE MIJARES,MIJARES,AVILA,343750.0,4461726.0,GARGANTA DE LAS TORRES,URBANO O ASIMILABLE,<2.000 h-e,72804.0,CATEGORÍA I,AV-0035/2018,A
161,CAMPING PRADOS ABIERTOS,PERSONA FÍSICA,MOMBELTRAN,AVILA,327000.0,4455056.0,ARROYO NAVAHERMOSA,URBANO O ASIMILABLE,<2.000 h-e,7200.0,CATEGORÍA I,AV-0041/1998,F
162,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,MOMBELTRAN,AVILA,327715.0,4456593.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0096/2011,F
163,EDAR BARRANCO DE LAS CINCO VILLAS,"MANCOMUNIDAD DE MUNICIPIOS ""BARRANCO DE LAS CINCO VILLAS""",MOMBELTRAN,AVILA,328325.0,4457095.0,RÍO RAMACASTAÑAS,URBANO O ASIMILABLE,>10.000 h-e,509210.0,CATEGORÍA I,AV-0001/2019,J
164,PLANTA DE SECADO DE ASTILLAS CON BIOMASA (ASEOS),"CENTRALES DE CALOR CON BIOMASA DE SORIA, S.L.",MOMBELTRAN,AVILA,327462.0,4450127.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,263.0,CATEGORÍA I,AV-0043/2017,J
165,URB. NAVAPARK,COM. PROP. URB. NAVAPARK,NAVAHONDILLA,AVILA,375370.0,4465296.0,ARROYO LAS HUERTAS,URBANO O ASIMILABLE,<2.000 h-e,35113.0,CATEGORÍA I,AV-0037/2015,J
166,CASA-REFUGIO DE ACTIVIDADES CINEGÉTICAS,"GESTIÓN DE ACTIVOS ENTRERIVER, S.L.",NAVAHONDILLA,AVILA,371296.0,4465383.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,900.0,CATEGORÍA I,AV-0100/2010,J
167,URB. NAVAHONDA,AYUNTAMIENTO DE NAVAHONDILLA,NAVAHONDILLA,AVILA,375408.0,4466001.0,ARROYO LOS MORALES,URBANO O ASIMILABLE,<2.000 h-e,15000.0,CATEGORÍA I,AV-0164/2008,A
168,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,NAVALMORAL,AVILA,350444.0,4481437.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,219.0,CATEGORÍA I,AV-0101/2010,F
169,PERSONA FÍSICA (CASETA DE CAMPO),PERSONA FÍSICA,NAVALOSA,AVILA,335976.0,4472215.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,115.0,CATEGORÍA I,AV-0111/2010,F
170,PERSONA FÍSICA (CASETA DE CAMPO),PERSONA FÍSICA,NAVALOSA,AVILA,334935.0,4472422.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,115.0,CATEGORÍA I,AV-0112/2010,F
171,PERSONA FÍSICA (RESIDENCIA CANINA),PERSONA FÍSICA,NAVALPERAL DE PINARES,AVILA,380926.0,4493561.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,511.0,CATEGORÍA I,AV-0082/2006,F
172,EDAR NAVALPERAL DE PINARES,AYUNTAMIENTO DE NAVALPERAL DE PINARES,NAVALPERAL DE PINARES,AVILA,379570.0,4493010.0,ARROYO PRADOMOLINO,URBANO O ASIMILABLE,2.000-10.000 h-e,300000.0,CATEGORÍA I,AV-0678/1987,A
173,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,NAVALUENGA,AVILA,357550.0,4474353.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0037/1997,F
174,PLANTA DE RECICLAJE DE RCD´S NAVALUENGA (ASEOS),"TRANSPORTES Y EXCAVACIONES EL MORENO E HIJOS, S.L.",NAVALUENGA,AVILA,352643.0,4474437.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,110.0,CATEGORÍA I,AV-0105/2009,J
175,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,NAVALUENGA,AVILA,356617.0,4473768.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0153/2008,F
176,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,NAVALUENGA,AVILA,358500.0,4474223.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,219.0,CATEGORÍA I,AV-0094/2011,F
177,EDAR NAVALUENGA,AYUNTAMIENTO DE NAVALUENGA,NAVALUENGA,AVILA,357352.0,4474846.0,RÍO ALBERCHE,URBANO O ASIMILABLE,>10.000 h-e,533520.0,CATEGORÍA I,AV-0097/2010,A
178,COLONIA INFANTIL VENERO CLARO,CAJA DE AHORROS Y M. DE P. DE AVILA,NAVALUENGA,AVILA,358772.0,4474592.0,GARGANTA CABRERA,URBANO O ASIMILABLE,<2.000 h-e,2000.0,CATEGORÍA I,AV-0027/1994,
179,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,NAVALUENGA,AVILA,358864.0,4473338.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0043/2018,F
180,EDAR LA ESTACIÓN (LAS NAVAS DEL MARQUES),AYUNTAMIENTO DE LAS NAVAS DEL MARQUES,NAVAS DEL MARQUES (LAS),AVILA,385596.0,4492392.0,ARROYO CONEJERO,URBANO O ASIMILABLE,>10.000 h-e,1157050.0,CATEGORÍA I,AV-0075/2004,A
181,EDAR POBLACIÓN (LAS NAVAS DEL MARQUES),AYUNTAMIENTO DE LAS NAVAS DEL MARQUES,NAVAS DEL MARQUES (LAS),AVILA,388755.0,4494780.0,ARROYO DEL REGAJO,URBANO O ASIMILABLE,>10.000 h-e,1397950.0,CATEGORÍA I,AV-0076/2004,A
182,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,NAVATALGORDO,AVILA,344595.0,4473372.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,96.0,CATEGORÍA I,AV-0018/2020,F
183,EDAR PEDRO BERNARDO,AYUNTAMIENTO DE PEDRO BERNARDO,PEDRO BERNARDO,AVILA,337506.0,4455512.0,ARROYO DE LAS CASAS,URBANO O ASIMILABLE,2.000-10.000 h-e,219870.0,CATEGORÍA I,AV-0010/2018,A
184,RESTAURANTE LA MIRANDELA,PERSONA FÍSICA,PEDRO BERNARDO,AVILA,335808.0,4457582.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1117.0,CATEGORÍA I,AV-0038/2016,F
185,ETAP LA ACEÑA (ASEOS),CANAL DE ISABEL II,PEGUERINOS,AVILA,396950.0,4496365.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,584.0,CATEGORÍA I,AV-0074/2001,
186,ALBERGUE CASA DE LA CUEVA,ASOCIACIÓN 2001,PEGUERINOS,AVILA,399364.0,4498316.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1250.0,CATEGORÍA I,AV-0076/2011,J
187,CAMPAMENTO PUBLICO VALLE ENMEDIO,AYUNTAMIENTO DE SANTA MARÍA DE LA ALAMEDA,PEGUERINOS,AVILA,398306.0,4501232.0,ARROYO DE VALLE ENMEDIO,URBANO O ASIMILABLE,<2.000 h-e,10000.0,CATEGORÍA I,AV-0021/1995,A
188,EDAR PEGUERINOS,AYUNTAMIENTO DE PEGUERINOS,PEGUERINOS,AVILA,397110.0,4496160.0,RÍO ACEÑA,URBANO O ASIMILABLE,<2.000 h-e,58400.0,CATEGORÍA I,AV-0686/1987,A
189,CAMPAMENTO PEÑAS BLANCAS,ASOCIACIÓN 2001,PEGUERINOS,AVILA,400054.0,4500197.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2100.0,CATEGORÍA I,AV-0075/2011,J
190,ALBERGUE RURAL VALLE DE LA SALUD,PERSONA FÍSICA,PIEDRALAVES,AVILA,352089.0,4464847.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,700.0,CATEGORÍA I,AV-0143/2007,F
191,URB. LOS HERREROS,COM. PROP. URBANIZACIÓN LOS HERREROS,PIEDRALAVES,AVILA,357310.0,4463930.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1637.0,CATEGORÍA I,AV-0142/2008,J
192,EDAR PIEDRALAVES,AYUNTAMIENTO DE PIEDRALAVES,PIEDRALAVES,AVILA,356144.0,4462998.0,GARGANTA NUÑO COJO,URBANO O ASIMILABLE,2.000-10.000 h-e,724890.0,CATEGORÍA I,AV-0139/2005,A
193,CENTRO PASTORAL DIOCESANO (RESIDENCIA),PARROQUIA SAN JUAN BAUTISTA,PIEDRALAVES,AVILA,353666.0,4462854.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,720.0,CATEGORÍA I,AV-0105/2006,J
194,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,PIEDRALAVES,AVILA,357418.0,4463624.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,80.0,CATEGORÍA I,AV-0036/2015,F
195,CENTRO TURÍSTICO RURAL SAN ROQUE,"EUROMORADA, S.L.",PIEDRALAVES,AVILA,353097.0,4461811.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1460.0,CATEGORÍA I,AV-0161/2008,J
196,CLUB HÍPICO VALLE DEL TIÉTAR,"CLUB HÍPICO VALLE DEL TIÉTAR, S.L.",PIEDRALAVES,AVILA,354109.0,4463440.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,192.0,CATEGORÍA I,AV-0119/2009,J
197,PERSONA FÍSICA (CASETA DE CAMPO),PERSONA FÍSICA,PIEDRALAVES,AVILA,353282.0,4462941.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,110.0,CATEGORÍA I,AV-0079/2011,F
198,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,PIEDRALAVES,AVILA,354988.0,4467019.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,120.0,CATEGORÍA I,AV-0028/1994,F
199,CENTRO PASTORAL DIOCESANO (MONITORES),PARROQUIA SAN JUAN BAUTISTA,PIEDRALAVES,AVILA,353834.0,4462806.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,219.0,CATEGORÍA I,AV-0092/2006,J
200,PERSONA FÍSICA (CENTRO TURISMO RURAL),PERSONA FÍSICA,POYALES DEL HOYO,AVILA,315720.0,4448705.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1095.0,CATEGORÍA I,AV-0078/2003,F
201,EDAR POYALES DEL HOYO,AYUNTAMIENTO DE POYALES DEL HOYO,POYALES DEL HOYO,AVILA,315198.0,4448553.0,BARRANCO VALLE,URBANO O ASIMILABLE,<2.000 h-e,55683.0,CATEGORÍA I,AV-0070/2022,A
202,POSADA RURAL EL MOLINO DEL CUBO,"POSADA RURAL EL MOLINO, S.L.",SAN ESTEBAN DEL VALLE,AVILA,332060.0,4461010.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1149.75,CATEGORÍA I,AV-0089/2003,J
203,PLANTA HORMIGON TRANSPORTES PERAL HERREROS (ASEOS),"TRANSPORTES PERAL HERREROS, S.L.",SAN JUAN DE LA NAVA,AVILA,356060.0,4477469.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,198.0,CATEGORÍA I,AV-0147/2008,J
204,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,SAN JUAN DE LA NAVA,AVILA,356415.0,4477792.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0106/2010,F
205,PERSONA FÍSICA (CASETA DE APEROS),PERSONA FÍSICA,SAN JUAN DE LA NAVA,AVILA,356524.0,4477796.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,52.0,CATEGORÍA I,AV-0107/2010,F
206,ASADOR CAÑADA REAL,PERSONA FÍSICA,SANTA MARIA DEL TIETAR,AVILA,368446.0,4461695.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,570.0,CATEGORÍA I,AV-0171/2008,F
207,EDAR SOTILLO DE LA ADRADA-CASILLAS-STA. Mª DEL TIÉTAR,AYUNTAMIENTO DE SOTILLO DE LA ADRADA,SOTILLO DE LA ADRADA,AVILA,364647.0,4459633.0,RÍO TIÉTAR,URBANO O ASIMILABLE,>10.000 h-e,1281928.0,CATEGORÍA I,AV-0038/2015,A
208,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,TIEMBLO (EL),AVILA,369038.0,4475722.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,500.0,CATEGORÍA I,AV-0040/1998,F
209,POBLADO PUENTE NUEVO,"GAS NATURAL SDG, S.A.",TIEMBLO (EL),AVILA,377845.0,4474589.0,RÍO ALBERCHE,URBANO O ASIMILABLE,<2.000 h-e,10400.0,CATEGORÍA I,AV-0084/2009,J
210,PERSONA FÍSICA (CASETA DE APEROS),PERSONA FÍSICA,TIEMBLO (EL),AVILA,373792.0,4474134.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,48.0,CATEGORÍA I,AV-0069/2018,F
211,CENTRO DE TURISMO RURAL LAS VIÑAS,PERSONA FÍSICA,TIEMBLO (EL),AVILA,375559.0,4473846.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,600.0,CATEGORÍA I,AV-0144/2005,F
212,CENTRAL HIDROELÉCTRICA DE EL BURGUILLO (ASEOS),"GAS NATURAL SDG, S.A.",TIEMBLO (EL),AVILA,370618.0,4476207.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,72.0,CATEGORÍA I,AV-0145/2005,J
213,CENTRO DE TURISMO RURAL EL BURGUILLO,PERSONA FÍSICA,TIEMBLO (EL),AVILA,369857.0,4475743.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,504.0,CATEGORÍA I,AV-0091/2009,F
214,BODEGA COMANDO G,"COMANDO G, S.L.",VILLANUEVA DE AVILA,AVILA,342295.0,4472465.0,TERRENO,INDUSTRIAL,CLASE 2 Resto,330.0,CATEGORÍA I,AV-0063/2023,J
215,RESTAURANTE LA PARADA DEL ARRIERO,AYUNTAMIENTO DE VILLAREJO DEL VALLE,VILLAREJO DEL VALLE,AVILA,328937.0,4465526.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1908.0,CATEGORÍA I,AV-0032/2020,A
216,BASE BRIF PUERTO DEL PICO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y RETO DEMOGRÁFICO,VILLAREJO DEL VALLE,AVILA,328903.0,4470389.0,RÍO PIQUILLO,URBANO O ASIMILABLE,<2.000 h-e,5132.5,CATEGORÍA I,AV-0045/2023,A
217,EDAR SAN VICENTE DE ALCÁNTARA,AYUNTAMIENTO DE SAN VICENTE DE ALCANTARA,SAN VICENTE DE ALCANTARA,BADAJOZ,144470.0,4366972.0,ARROYO DE FUENTE HERRADA,URBANO O ASIMILABLE,2.000-10.000 h-e,680000.0,CATEGORÍA III,AV-0064/2022,A
